No,E.Coli,Coliform,Arsen (As),Total Kromium (Cr-T),Kadmium (Cd),Nitrit (NO2-N),Nitrat (NO3-N),Selenium (Se),Alumunium (Al),pH,Sulfat (SO4),Tembaga (Cu),Padatan Terlarut Total (TDS),Kekeruhan,Kelayakan
9493,"0,33","0,330","0,020","0,65","0,003","1,22","2,73","0,060","2,260","8,883","366,668","1,47","392,700","3,40",2
9494,"0,31","0,310","0,120","0,15","0,120","1,69","8,49","0,070","0,080","6,866","295,224","0,09","446,494","1,84",2
9495,"0,00","0,000","0,005","0,04","0,000","1,57","5,01","0,003","0,013","8,022","20,379","1,319858105","53,998","0,87",1
9496,"0,00","0,000","0,004","0,05","0,003","2,54","39,30","0,001","0,178","7,586","16,640","0,4338023001","186,340","1,39",1
9497,"0,00","0,000","0,007","0,02","0,003","1,02","48,16","0,007","0,123","7,789","39,310","1,005460656","255,400","3,43",1
9498,"0,07","0,070","0,200","0,11","0,080","1,94","7,97","0,030","4,120","8,384","295,132","1,64","368,835","4,08",2
9499,"0,00","0,000","0,008","0,05","0,000","0,54","25,97","0,007","0,041","7,464","37,318","1,21471536","229,400","3,01",1
9500,"0,00","0,000","0,080","0,06","0,040","0,72","12,84","0,030","0,090","8,802","380,732","0,1","430,935","4,26",2
9501,"0,00","0,000","0,920","0,18","0,100","2,12","11,68","0,030","1,010","6,855","433,448","0,18","490,625","5,09",2
9502,"0,43","0,430","0,010","0,66","0,001","1,24","15,38","0,050","0,080","10,818","297,186","0,01","479,537","4,02",2
9503,"0,00","0,000","0,060","0,06","0,020","1,55","15,55","0,050","0,090","8,062","283,270","0,02","505,265","4,38",2
9504,"0,00","0,000","0,040","0,01","0,003","1,37","4,07","0,070","0,450","7,866","309,662","1,46","369,017","4,73",2
9505,"0,00","0,000","0,007","0,04","0,001","2,02","0,76","0,009","0,061","8,433","10,816","1,74","175,585","0,20",1
9506,"0,00","0,000","0,009","0,05","0,003","0,38","13,48","0,009","0,188","8,297","36,967","0,07","111,699","0,11",1
9507,"0,00","0,000","0,008","0,03","0,003","0,62","29,60","0,001","0,011","6,917","5,415","0,2999155154","236,615","3,34",1
9508,"0,00","0,000","0,007","0,04","0,002","1,36","34,53","0,003","0,008","8,352","3,819","0,7227951492","129,339","2,40",1
9509,"0,00","0,000","0,008","0,02","0,001","1,20","28,31","0,009","0,010","7,157","21,130","0,3372290798","250,277","0,62",1
9510,"0,00","0,000","0,002","0,04","0,003","0,89","17,22","0,006","0,054","8,055","25,535","0,5177127335","272,462","2,54",1
9511,"0,00","0,000","0,009","0,03","0,002","2,46","14,23","0,002","0,034","6,914","20,725","0,6909740089","60,679","4,37",1
9512,"0,84","0,840","0,830","0,51","0,040","1,24","14,98","0,030","3,020","9,033","266,562","1,36","380,305","3,41",2
9513,"0,00","0,000","0,004","0,03","0,000","0,13","18,48","0,009","0,199","7,051","22,348","1,080655335","79,770","1,07",1
9514,"0,00","0,000","0,002","0,01","0,000","0,50","24,23","0,006","0,105","7,287","38,344","1,592003726","289,982","4,57",1
9515,"0,06","0,060","0,040","0,00","0,070","0,29","10,83","0,030","0,070","7,725","298,356","0,07","324,590","3,53",2
9516,"0,00","0,000","0,008","0,03","0,001","0,58","9,46","0,007","0,010","8,324","2,413","0,04","221,783","3,54",1
9517,"0,00","0,000","0,008","0,02","0,002","2,17","4,83","0,008","0,066","7,055","36,564","0,5803351202","242,653","2,37",1
9518,"0,00","0,000","0,008","0,05","0,002","0,78","2,11","0,009","0,198","6,994","38,080","1,284361481","103,154","3,11",1
9519,"0,00","0,000","0,003","0,04","0,003","1,51","33,40","0,007","0,156","7,157","11,818","0,3185188731","204,499","4,86",1
9520,"0,34","0,340","0,680","0,36","0,120","1,68","4,10","0,060","0,030","3,422","301,975","0,03","397,996","4,08",2
9521,"0,00","0,000","0,070","0,07","0,070","0,12","6,58","0,050","0,060","8,509","311,680","0,92","414,902","4,75",2
9522,"0,00","0,000","0,009","0,04","0,003","1,69","22,19","0,010","0,094","6,632","13,549","1,981296403","207,435","3,18",1
9523,"0,00","0,000","0,090","0,07","0,020","0,20","9,17","0,080","0,010","5,701","331,302","0,54","288,518","4,38",2
9524,"0,35","0,350","0,030","0,51","0,003","1,20","8,62","0,060","0,060","9,420","305,856","0,93","396,673","6,08",2
9525,"0,00","0,000","0,090","0,06","0,020","0,12","11,44","0,020","0,060","9,037","353,607","0,09","338,431","3,41",2
9526,"0,00","0,000","0,005","0,04","0,002","2,95","13,20","0,008","0,145","7,078","23,429","1,264452794","206,746","3,77",1
9527,"0,65","0,650","0,050","0,30","0,005","1,94","7,77","0,020","0,100","4,078","333,219","0,27","430,185","5,20",2
9528,"0,00","0,000","0,007","0,03","0,002","0,28","0,84","0,001","0,051","8,366","24,476","0,6","113,886","1,07",1
9529,"0,44","0,440","0,010","0,03","0,001","1,37","7,26","0,020","1,320","11,268","322,935","0,57","328,363","1,96",2
9530,"0,00","0,000","0,007","0,01","0,002","1,34","7,35","0,008","0,193","6,609","6,137","0,88","68,497","0,86",1
9531,"0,00","0,000","0,070","0,07","0,080","0,07","15,72","0,010","0,090","8,153","340,390","0,06","431,782","4,46",2
9532,"0,09","0,090","0,010","0,09","0,070","0,01","11,58","0,070","0,010","6,110","442,761","1,33","501,533","4,18",2
9533,"0,00","0,000","0,002","0,05","0,002","0,88","24,26","0,005","0,068","7,332","22,912","1,136575328","227,954","4,37",1
9534,"0,91","0,910","0,001","0,83","0,001","1,20","6,38","0,050","0,480","5,548","328,177","0,26","380,145","3,81",2
9535,"0,00","0,000","0,600","0,35","0,030","1,85","10,52","0,060","2,690","7,370","322,740","1,98","528,280","5,12",2
9536,"0,57","0,570","0,030","0,88","0,006","1,03","6,40","0,090","0,050","8,248","322,896","1,23","434,659","2,88",2
9537,"0,00","0,000","0,670","0,33","0,120","1,06","18,25","0,070","2,060","5,952","287,707","0,16","294,916","4,07",2
9538,"0,00","0,000","0,004","0,03","0,003","0,99","19,33","0,009","0,100","7,826","32,634","1,930578144","233,169","1,62",1
9539,"0,00","0,000","0,007","0,03","0,001","0,86","15,18","0,010","0,126","7,922","37,056","1,673766256","213,087","1,83",1
9540,"0,06","0,060","0,040","0,57","0,004","1,88","0,39","0,080","0,030","6,683","337,210","0,28","456,544","3,60",2
9541,"0,00","0,000","0,004","0,04","0,003","0,88","6,48","0,004","0,111","6,614","14,078","0,02","282,831","4,31",1
9542,"0,38","0,380","0,080","0,03","0,020","1,00","11,00","0,050","0,070","4,865","361,221","1,56","389,638","4,57",2
9543,"0,05","0,050","0,002","0,02","0,003","1,27","18,78","0,007","0,048","8,272","38,570","1,95","214,395","4,93",1
9544,"0,00","0,000","0,006","0,01","0,001","0,35","3,75","0,003","0,128","7,048","27,377","0,336379075","179,071","2,79",1
9545,"0,00","0,000","0,006","0,02","0,000","0,44","3,92","0,007","0,043","6,546","30,828","1,96","276,582","1,59",1
9546,"0,28","0,280","0,020","0,57","0,003","1,01","15,32","0,050","0,080","6,934","313,264","0,75","459,866","3,74",2
9547,"0,00","0,000","0,007","0,01","0,002","2,54","8,46","0,002","0,054","7,998","11,858","1,816589605","202,453","2,86",1
9548,"0,64","0,640","0,470","0,55","0,010","1,23","3,30","0,090","0,050","7,375","370,753","0,56","344,420","1,92",2
9549,"0,00","0,000","0,004","0,03","0,001","0,37","8,02","0,009","0,011","8,163","35,335","0,36","91,428","1,67",1
9550,"0,00","0,000","0,080","0,54","0,080","1,62","8,41","0,090","1,610","8,416","330,806","0,81","478,767","5,23",2
9551,"0,00","0,000","0,010","0,87","0,006","1,54","16,31","0,090","3,680","8,168","350,658","1,45","337,973","2,88",2
9552,"0,82","0,820","0,040","0,88","0,010","1,85","9,75","0,090","0,090","6,791","293,574","0,03","430,079","2,93",2
9553,"0,00","0,000","0,008","0,03","0,002","1,53","42,17","0,003","0,130","8,472","27,525","1,48404862","158,522","3,55",1
9554,"0,00","0,000","0,002","0,04","0,001","1,89","11,14","0,004","0,003","7,085","12,249","1,476907213","170,832","1,98",1
9555,"0,05","0,050","0,003","0,03","0,003","1,45","5,01","0,008","0,072","6,575","31,783","0,06","279,418","2,89",1
9556,"0,00","0,000","0,002","0,04","0,002","1,82","4,23","0,002","0,038","6,553","15,179","1,407193668","62,668","4,69",1
9557,"0,00","0,000","0,007","0,04","0,001","1,50","10,21","0,005","0,070","8,280","8,684","1,424198327","195,811","4,76",1
9558,"0,00","0,000","0,010","0,04","0,060","2,16","18,08","0,040","0,040","5,203","301,760","0,1","354,847","4,36",2
9559,"0,75","0,750","0,070","0,06","0,040","1,99","5,68","0,010","0,020","2,558","320,990","1,78","388,717","3,09",2
9560,"0,00","0,000","0,008","0,04","0,002","0,84","39,24","0,006","0,126","7,772","8,747","1,167362022","218,681","1,09",1
9561,"0,00","0,000","0,007","0,01","0,002","0,60","10,64","0,009","0,175","7,294","35,702","0,606220355","51,654","2,47",1
9562,"0,43","0,430","0,060","0,09","0,090","1,01","13,49","0,040","0,010","7,612","305,177","0,4","405,330","2,99",2
9563,"0,00","0,000","0,008","0,03","0,002","2,17","2,65","0,003","0,108","7,495","18,449","0,02","251,045","1,69",1
9564,"0,39","0,390","0,030","0,54","0,003","1,40","2,50","0,050","2,240","8,214","333,678","0,04","315,520","5,80",2
9565,"0,00","0,000","0,001","0,02","0,001","2,78","20,08","0,009","0,115","8,412","34,721","0,2271459855","247,500","2,55",1
9566,"0,58","0,580","0,040","0,85","0,006","1,79","2,30","0,000","2,200","7,023","323,199","0,39","443,759","3,54",2
9567,"0,00","0,000","0,008","0,03","0,001","2,39","14,47","0,008","0,120","8,499","24,582","1,214119201","157,357","0,25",1
9568,"0,00","0,000","0,050","0,01","0,080","0,10","6,38","0,050","0,070","5,602","187,171","0,02","378,149","4,48",2
9569,"0,00","0,000","0,009","0,01","0,001","2,20","4,22","0,002","0,160","6,570","4,897","1,37","191,368","0,19",1
9570,"0,00","0,000","0,006","0,03","0,002","0,03","4,99","0,002","0,066","7,464","23,462","1,674264587","271,643","2,50",1
9571,"0,00","0,000","0,001","0,34","0,002","1,90","15,37","0,080","4,330","5,484","333,440","0,71","450,896","2,90",2
9572,"0,29","0,290","0,090","0,01","0,020","0,87","1,02","0,070","0,020","7,953","354,708","1,66","401,739","4,59",2
9573,"0,00","0,000","0,020","0,05","0,090","0,00","13,82","0,000","0,070","5,046","340,366","0,02","321,237","4,81",2
9574,"0,15","0,150","0,080","0,04","0,040","1,53","18,42","0,100","0,030","4,746","336,041","1,78","401,064","4,19",2
9575,"0,50","0,500","0,070","0,04","0,010","0,65","6,79","0,100","0,080","8,189","366,412","1,76","458,044","3,90",2
9576,"0,00","0,000","0,006","0,01","0,003","1,90","15,37","0,009","0,046","7,461","34,613","0,71","82,336","3,86",1
9577,"0,00","0,000","0,009","0,02","0,002","0,37","8,85","0,003","0,003","8,289","29,809","0,2778991866","255,216","0,30",1
9578,"0,51","0,510","0,020","0,83","0,002","1,20","10,90","0,040","3,130","8,003","348,548","0,3","463,965","4,68",2
9579,"0,48","0,480","0,050","0,08","0,020","1,24","13,20","0,090","0,010","7,375","384,791","0,46","371,403","2,31",2
9580,"0,00","0,000","0,003","0,05","0,001","2,97","40,74","0,005","0,069","6,744","9,282","0,3430462985","295,608","4,40",1
9581,"0,00","0,000","0,010","0,04","0,020","0,11","1,99","0,030","0,010","5,489","359,427","0,04","367,854","3,93",2
9582,"0,00","0,000","0,005","0,03","0,001","0,10","18,72","0,009","0,080","6,769","38,720","1,980475366","141,515","0,25",1
9583,"0,12","0,120","0,010","0,01","0,080","1,42","17,58","0,090","0,070","5,773","369,370","1,35","549,415","3,29",2
9584,"0,00","0,000","0,007","0,04","0,002","0,76","23,37","0,003","0,138","8,155","35,869","0,1450974225","162,276","3,53",1
9585,"0,00","0,000","0,006","0,04","0,001","1,58","4,74","0,002","0,131","8,472","1,942","0,15","293,473","3,37",1
9586,"0,00","0,000","0,070","0,08","0,050","0,81","10,13","0,100","0,030","8,124","322,073","0,62","529,747","5,40",2
9587,"0,00","0,000","0,060","0,05","0,070","0,50","14,61","0,060","0,090","4,271","293,465","0,05","503,794","5,40",2
9588,"0,00","0,000","0,004","0,02","0,002","0,39","10,15","0,002","0,044","7,586","5,350","1,032289988","107,867","1,95",1
9589,"0,00","0,000","0,070","0,09","0,030","0,53","17,20","0,010","0,040","5,376","357,266","1,11","335,805","4,48",2
9590,"0,00","0,000","0,009","0,04","0,002","2,68","6,50","0,004","0,088","6,794","29,715","0,4802086964","273,590","4,30",1
9591,"0,00","0,000","0,002","0,02","0,003","2,36","28,47","0,005","0,070","8,185","8,530","0,1492054917","235,409","1,73",1
9592,"0,00","0,000","0,003","0,03","0,003","1,73","40,50","0,008","0,123","6,875","35,353","1,214783385","67,555","3,70",1
9593,"0,74","0,740","0,040","0,28","0,006","1,82","7,86","0,070","0,020","8,628","401,269","1,5","481,342","4,33",2
9594,"0,00","0,000","0,008","0,05","0,003","1,20","15,38","0,005","0,004","6,573","19,701","1,505839106","155,269","2,75",1
9595,"0,68","0,680","0,040","0,84","0,003","1,21","16,39","0,060","0,260","6,549","437,592",1,"355,938","4,27",2
9596,"0,00","0,000","0,005","0,04","0,001","0,71","8,72","0,002","0,088","6,700","23,359","1,1","217,458","4,37",1
9597,"0,00","0,000","0,030","0,08","0,100","1,13","8,14","0,030","0,030","7,414","283,340","0,61","462,767","4,01",2
9598,"0,00","0,000","0,004","0,02","0,002","1,60","10,59","0,006","0,156","7,933","34,508","0,44","94,625","2,56",1
9599,"0,00","0,000","0,002","0,03","0,002","1,09","16,58","0,010","0,123","7,822","5,457","1,73486353","265,442","2,37",1
9600,"0,10","0,100","0,680","0,69","0,030","1,47","19,01","0,050","0,050","5,609","327,222","0,07","518,049","3,52",2
9601,"0,36","0,360","0,020","0,07","0,020","1,41","16,01","0,020","0,070","5,800","298,804","1,89","368,080","3,78",2
9602,"0,03","0,030","0,008","0,04","0,001","1,09","1,08","0,008","0,134","7,729","8,456","0,04","104,836","1,54",1
9603,"0,05","0,050","0,007","0,02","0,002","1,27","18,78","0,010","0,199","7,149","15,030","1,95","287,321","0,98",1
9604,"0,00","0,000","0,010","0,00","0,060","1,53","17,26","0,070","0,050","3,273","375,719","1,69","419,662","4,16",2
9605,"0,00","0,000","0,030","0,06","0,040","0,23","2,16","0,100","0,090","8,388","336,405","0,06","374,182","4,83",2
9606,"0,00","0,000","0,002","0,04","0,000","2,58","11,25","0,009","0,110","8,302","19,383","1,791588007","190,180","4,92",1
9607,"0,00","0,000","0,003","0,05","0,002","1,20","5,39","0,003","0,054","7,964","31,395","0,9605783684","51,019","1,92",1
9608,"0,85","0,850","0,060","0,01","0,050","1,21","12,71","0,010","0,020","5,100","418,955","1,71","517,936","5,92",2
9609,"0,00","0,000","0,250","0,88","0,040","1,69","18,44","0,100","2,160","6,876","342,872","1,15","326,586","3,26",2
9610,"0,00","0,000","0,100","0,10","0,070","0,95","11,37","0,100","0,050","7,267","326,505","0,1","626,129","5,11",2
9611,"0,00","0,000","0,040","0,06","0,040","0,85","17,73","0,040","0,050","6,624","371,649","0,07","326,778","3,50",2
9612,"0,00","0,000","0,007","0,04","0,001","1,66","14,02","0,003","0,175","7,668","31,545","1,884526979","83,061","3,75",1
9613,"0,00","0,000","0,030","0,04","0,030","0,97","9,24","0,070","0,060","6,364","326,077","0,01","531,657","3,38",2
9614,"0,09","0,090","0,080","0,08","0,030","0,39","16,54","0,020","0,060","7,936","274,904","0,24","284,551","3,57",2
9615,"0,00","0,000","0,006","0,05","0,002","1,40","14,83","0,002","0,098","6,862","36,824","1,72459164","277,951","4,54",1
9616,"0,00","0,000","0,006","0,04","0,001","0,05","42,02","0,005","0,087","7,085","27,912","1,412912472","178,084","1,90",1
9617,"0,01","0,010","0,570","0,20","0,020","2,09","12,89","0,020","0,150","7,185","340,106","0,89","475,342","1,92",2
9618,"0,00","0,000","0,030","0,73","0,009","1,42","4,62","0,070","2,700","11,245","345,072","1,05","486,059","4,02",2
9619,"0,75","0,750","0,020","0,89","0,007","1,13","8,99","0,090","0,160","6,934","293,075","0,95","440,283","3,57",2
9620,"0,37","0,370","0,010","0,08","0,020","1,59","15,00","0,100","0,030","5,297","418,309","0,72","444,844","2,10",2
9621,"0,00","0,000","0,006","0,03","0,002","0,84","11,20","0,002","0,075","8,137","8,394","0,2680621127","131,411","4,73",1
9622,"0,00","0,000","0,001","0,03","0,001","0,68","17,75","0,008","0,084","7,925","16,700","0,03442184049","90,284","2,13",1
9623,"0,00","0,000","0,010","0,03","0,030","0,07","19,02","0,050","0,070","9,298","353,485","0,7","497,019","4,35",2
9624,"0,00","0,000","0,001","0,02","0,001","0,62","11,10","0,006","0,163","7,516","2,703","0,1538215741","58,180","0,49",1
9625,"0,00","0,000","0,008","0,03","0,001","2,68","35,76","0,010","0,123","7,050","23,344","0,6624274883","114,730","2,66",1
9626,"0,08","0,080","0,070","0,05","0,020","1,45","6,71","0,050","0,040","6,307","331,513","1,59","382,014","4,36",2
9627,"0,23","0,230","0,030","0,02","0,080","2,05","7,56","0,010","0,070","4,663","318,515","0,68","342,111","4,07",2
9628,"0,00","0,000","0,010","0,02","0,070","0,93","15,00","0,100","0,100","8,427","341,641","0,07","307,725","4,69",2
9629,"0,00","0,000","0,003","0,05","0,002","1,79","3,33","0,002","0,011","6,574","29,067","1,058779536","129,550","0,44",1
9630,"0,20","0,200","0,490","0,24","0,000","1,42","2,34","0,000","2,510","5,099","371,057","0,38","464,526","3,71",2
9631,"0,00","0,000","0,040","0,08","0,020","0,19","18,60","0,080","0,100","7,680","323,538","0,04","380,967","4,12",2
9632,"0,00","0,000","0,300","0,86","0,020","1,74","13,08","0,080","3,410","7,512","349,772","1,79","404,493","4,29",2
9633,"0,00","0,000","0,009","0,05","0,002","2,90","43,45","0,002","0,037","7,083","18,143","1,693061837","291,428","2,53",1
9634,"0,00","0,000","0,007","0,04","0,002","2,02","12,47","0,005","0,073","7,926","11,342","0,04","199,095","2,44",1
9635,"0,00","0,000","0,090","0,02","0,090","0,67","6,42","0,040","0,080","9,803","377,129","0,06","384,907","3,85",2
9636,"0,00","0,000","0,020","0,06","0,090","0,84","13,34","0,010","0,040","5,942","259,980","0,05","435,784","3,45",2
9637,"0,00","0,000","0,030","0,08","0,020","0,90","18,27","0,050","0,080","9,173","307,955","0,09","363,768","3,74",2
9638,"0,00","0,000","0,100","0,06","0,020","0,15","12,50","0,060","0,020","6,646","302,330","0,19","462,994","4,66",2
9639,"0,03","0,030","0,030","0,03","0,060","0,56","1,08","0,070","0,080","8,378","364,683","0,09","447,450","4,07",2
9640,"0,00","0,000","0,009","0,04","0,001","1,46","13,08","0,004","0,078","6,830","14,958","0,2546998433","152,240","1,22",1
9641,"0,00","0,000","0,008","0,02","0,001","0,83","38,62","0,008","0,138","7,188","4,414","0,2373762185","187,040","0,36",1
9642,"0,00","0,000","0,007","0,03","0,003","2,08","32,01","0,010","0,130","7,361","21,254","0,9151905543","118,578","1,24",1
9643,"0,93","0,930","0,040","0,11","0,003","1,77","12,22","0,050","0,010","5,914","394,658","1,53","358,983","3,07",2
9644,"0,00","0,000","0,007","0,02","0,001","0,67","6,42","0,002","0,136","6,619","4,852","0,06","132,025","0,54",1
9645,"0,00","0,000","0,004","0,02","0,002","0,47","45,59","0,004","0,149","7,622","35,438","1,24136571","87,870","3,98",1
9646,"0,00","0,000","0,005","0,05","0,003","1,37","1,21","0,001","0,106","6,735","3,574","1,44","196,404","2,76",1
